Fstar,primals,time,dual_relgaps,dual_cert,reg,strategy,gaps,relgaps
15910.140914505446,15910.1409442101,4.601722002029419,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.8670264286332796e-9
15910.140914505446,15910.140931819205,4.833867073059082,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.088221637531917e-9
15910.140914505446,15910.140924327203,4.901206016540527,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),6.173268375499235e-10
15910.140914505446,15910.14091980111,4.96335506439209,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),3.3284833219056007e-10
15910.140914505446,15910.140917082088,5.022706985473633,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.6194967472093467e-10
15910.140914505446,15910.140915460892,5.100075960159302,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.0e-10
15910.140914505446,15910.140914505446,5.167338132858276,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.0e-10
15910.140914505446,112862.78864510865,0.002162933349609375,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),6.093764238267081
15910.140914505446,35435.25951718191,0.6919839382171631,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.2272121728900092
15910.140914505446,22240.83066471119,1.012465000152588,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.397902808292162
15910.140914505446,18671.89425396162,1.1734130382537842,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.17358446756045084
15910.140914505446,16856.50683415687,1.573944091796875,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.05948193197890609
15910.140914505446,16105.030126340862,1.825829029083252,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.012249370567028321
15910.140914505446,16010.422044154004,1.9224870204925537,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.006302969294076493
15910.140914505446,15998.477026962068,2.1994740962982178,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.005552189193754079
15910.140914505446,15989.204018996345,2.2879741191864014,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.004969352874732619
15910.140914505446,15979.772962846686,2.379056930541992,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0043765827540695
15910.140914505446,15969.781050882175,2.4648709297180176,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.003748561165938795
15910.140914505446,15959.157119476558,2.5426480770111084,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0030808152633283047
15910.140914505446,15947.9789422048,2.820244073867798,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.002378233348320415
15910.140914505446,15936.587641022754,2.9055800437927246,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0016622559573432952
15910.140914505446,15929.436093641,2.978239059448242,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0012127597888188363
15910.140914505446,15924.259649484931,3.0664288997650146,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0008874047725506473
15910.140914505446,15920.602771715752,3.327831983566284,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0006575590540978896
15910.140914505446,15917.960591573083,3.4060020446777344,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0004914901200219742
15910.140914505446,15915.970709796955,3.4936859607696533,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0003664200916155296
15910.140914505446,15914.38472418674,3.574321985244751,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.00026673614671920845
15910.140914505446,15913.041726219519,3.6508219242095947,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.0001823247028207157
15910.140914505446,15911.845173205125,3.9208920001983643,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),0.00010711776274248421
15910.140914505446,15910.800572648346,4.002372980117798,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),4.1461489652733414e-5
15910.140914505446,15910.526239396913,4.066062927246094,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),2.4218823298802933e-5
15910.140914505446,15910.364893571601,4.128267049789429,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.4077755021701177e-5
15910.140914505446,15910.270149073242,4.193490028381348,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),8.122779583799634e-6
15910.140914505446,15910.214805994921,4.288883924484253,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),4.6443013844165374e-6
15910.140914505446,15910.182742086363,4.531469106674194,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),2.628988714919601e-6
15910.140914505446,15910.164357275524,4.597093105316162,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.473448299668442e-6
15910.140914505446,15910.153936903424,4.664762020111084,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),8.184967089650495e-7
15910.140914505446,15910.14809903586,4.741934061050415,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),4.5156925085270107e-7
15910.140914505446,15910.144863031019,4.829764127731323,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),2.481766562685395e-7
15910.140914505446,15910.143084526082,5.055495977401733,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.3639229519376684e-7
15910.140914505446,15910.142112289148,5.125651121139526,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),7.528429248481396e-8
15910.140914505446,15910.14158141761,5.202865123748779,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),4.191742665712745e-8
15910.140914505446,15910.141290420463,5.267848014831543,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),2.362738449616914e-8
15910.140914505446,15910.14112943619,5.333336114883423,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.3509040867583146e-8
15910.140914505446,15910.141039118516,5.398447036743164,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),7.832304640221513e-9
15910.140914505446,15910.140987561332,5.650475025177002,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),4.591781196047562e-9
15910.140914505446,15910.140957586638,5.733078956604004,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),2.707781951626925e-9
15910.140914505446,15910.140939865323,5.802783012390137,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.5939442311205766e-9
15910.140914505446,15910.140929251313,5.87581992149353,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),9.268218849693134e-10
15910.140914505446,15910.140922843666,5.944766998291016,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),5.240821049806735e-10
15910.140914505446,15910.140918964193,6.030133962631226,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),2.8024559101631803e-10
15910.140914505446,15910.140916619755,6.293164968490601,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.328906903169853e-10
15910.140914505446,15910.140915212334,6.360594987869263,Float64(46),5.536699809304472e-6,0.05,exact,Float64(46),1.0e-10
