p,n,time,reg,strategy,gaps,primals,it,s,relgaps,μ0
1000,500,3.6670100688934326,0.05,exact,4.326264146925496e-8,27.87835149683749,1,10,1.5518364302911762e-9,$\mu_0 = 0.99$
1000,500,3.6819989681243896,0.05,exact,4.972807943204316e-8,27.878351496837467,1,10,1.7837525090995547e-9,$\mu_0 = 0.99$
1000,500,3.6980040073394775,0.05,exact,6.42478035217664e-8,27.878351496837475,1,10,2.3045768516497354e-9,$\mu_0 = 0.99$
1000,500,3.7140159606933594,0.05,exact,6.166306576460556e-8,27.87835149683748,1,10,2.2118619808492125e-9,$\mu_0 = 0.99$
1000,500,3.729137897491455,0.05,exact,6.8215825876905e-8,27.878351496837467,1,10,2.446910316223089e-9,$\mu_0 = 0.99$
1000,500,3.7450098991394043,0.05,exact,5.172082495619179e-8,27.878351496837475,1,10,1.8552325435045545e-9,$\mu_0 = 0.99$
1000,500,3.760006904602051,0.05,exact,2.9005342128129996e-8,27.878351496837467,1,10,1.0404252967188672e-9,$\mu_0 = 0.99$
1000,500,3.7750110626220703,0.05,exact,6.06288779181341e-8,27.87835149683746,1,10,2.174765531778731e-9,$\mu_0 = 0.99$
1000,500,3.7880070209503174,0.05,exact,3.0868633871250495e-8,27.878351496837475,1,10,1.1072618075983524e-9,$\mu_0 = 0.99$
1000,500,3.800997018814087,0.05,exact,3.5498658235155744e-8,27.878351496837467,1,10,1.2733413680928275e-9,$\mu_0 = 0.99$
1000,500,3.8160059452056885,0.05,exact,2.337761273452088e-8,27.87835149683747,1,10,8.3855793041324e-10,$\mu_0 = 0.99$
1000,500,3.8279941082000732,0.05,exact,2.2991880399558795e-8,27.878351496837467,1,10,8.24721662691103e-10,$\mu_0 = 0.99$
1000,500,3.842000961303711,0.05,exact,3.5587152780180986e-8,27.878351496837492,1,10,1.2765156786339386e-9,$\mu_0 = 0.99$
1000,500,3.8560049533843994,0.05,exact,2.4036125978454947e-8,27.878351496837467,1,10,8.62178883897838e-10,$\mu_0 = 0.99$
1000,500,3.871006965637207,0.05,exact,3.03566949355627e-8,27.878351496837475,1,10,1.0888984931195222e-9,$\mu_0 = 0.99$
1000,500,3.883747100830078,0.05,exact,2.533236553858842e-8,27.87835149683746,1,10,9.086751611357702e-10,$\mu_0 = 0.99$
1000,500,3.898003101348877,0.05,exact,2.2194235782535543e-8,27.878351496837457,1,10,7.961100492277413e-10,$\mu_0 = 0.99$
1000,500,3.910003900527954,0.05,exact,2.9610362162202364e-8,27.87835149683748,1,10,1.0621274419888622e-9,$\mu_0 = 0.99$
1000,500,3.9249989986419678,0.05,exact,2.065557325181544e-8,27.878351496837467,1,10,7.409180293231692e-10,$\mu_0 = 0.99$
1000,500,3.940006971359253,0.05,exact,1.506902691517098e-8,27.87835149683746,1,10,5.405279044881983e-10,$\mu_0 = 0.99$
1000,500,3.9560039043426514,0.05,exact,1.7718257083743083e-8,27.878351496837464,1,10,6.355561262563553e-10,$\mu_0 = 0.99$
1000,500,3.970005989074707,0.05,exact,1.242911906729205e-8,27.878351496837467,1,10,4.458340755443167e-10,$\mu_0 = 0.99$
1000,500,3.9979960918426514,0.05,exact,1.4065040687682995e-8,27.87835149683746,1,10,5.045147913167873e-10,$\mu_0 = 0.99$
1000,500,4.026997089385986,0.05,exact,9.038995330001853e-9,27.87835149683748,1,10,3.242299076050905e-10,$\mu_0 = 0.99$
1000,500,4.057995080947876,0.05,exact,1.2300628071670872e-8,27.87835149683746,1,10,4.4122508725332137e-10,$\mu_0 = 0.99$
1000,500,4.083986043930054,0.05,exact,1.461690501969315e-8,27.878351496837467,1,10,5.243102348197058e-10,$\mu_0 = 0.99$
1000,500,4.107996940612793,0.05,exact,1.1232955898776709e-8,27.878351496837467,1,10,4.029275511520464e-10,$\mu_0 = 0.99$
1000,500,4.123006105422974,0.05,exact,7.509200372624036e-9,27.87835149683747,1,10,2.693559686797077e-10,$\mu_0 = 0.99$
1000,500,4.137006044387817,0.05,exact,1.0609138456629807e-8,27.878351496837467,1,10,3.8055114047304097e-10,$\mu_0 = 0.99$
1000,500,4.1510090827941895,0.05,exact,5.739824615602629e-9,27.878351496837464,1,10,2.0588823611947635e-10,$\mu_0 = 0.99$
1000,500,4.186269044876099,0.05,exact,8.914206262033986e-9,27.878351496837467,1,10,3.1975370792800344e-10,$\mu_0 = 0.99$
1000,500,4.2010979652404785,0.05,exact,7.541935076460504e-9,27.878351496837464,1,10,2.7053016665336417e-10,$\mu_0 = 0.99$
1000,500,4.217073917388916,0.05,exact,6.066031232876412e-9,27.878351496837475,1,10,2.1758930880703415e-10,$\mu_0 = 0.99$
1000,500,4.23900294303894,0.05,exact,5.70567237900832e-9,27.878351496837467,1,10,2.04663191066214e-10,$\mu_0 = 0.99$
1000,500,4.253402948379517,0.05,exact,7.82353026806959e-9,27.878351496837485,1,10,2.806310218506675e-10,$\mu_0 = 0.99$
1000,500,4.268934011459351,0.05,exact,4.5158934369737835e-9,27.87835149683747,1,10,1.6198566968660497e-10,$\mu_0 = 0.99$
1000,500,4.283998012542725,0.05,exact,4.137444165053239e-9,27.878351496837467,1,10,1.4841064635843308e-10,$\mu_0 = 0.99$
1000,500,4.2990100383758545,0.05,exact,3.9756820058300946e-9,27.878351496837464,1,10,1.426082172140307e-10,$\mu_0 = 0.99$
1000,500,4.313996076583862,0.05,exact,5.397115643290817e-9,27.878351496837478,1,10,1.9359522186608008e-10,$\mu_0 = 0.99$
